Model,MDO4054-3
Firmware Version,2.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.05978
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,-4.02
,
,
,
Label,
TIME,CH1
7.1860e-02,14.52
7.1880e-02,14.6
7.1900e-02,14.68
7.1920e-02,14.92
7.1940e-02,14.84
7.1960e-02,14.52
7.1980e-02,14.52
7.2000e-02,14.6
7.2020e-02,14.92
7.2040e-02,14.92
7.2060e-02,14.6
7.2080e-02,14.52
7.2100e-02,14.52
7.2120e-02,15.08
7.2140e-02,14.76
7.2160e-02,14.6
7.2180e-02,14.44
7.2200e-02,14.84
7.2220e-02,14.92
7.2240e-02,14.68
7.2260e-02,14.6
7.2280e-02,14.6
7.2300e-02,14.76
7.2320e-02,15.08
7.2340e-02,14.92
7.2360e-02,14.6
7.2380e-02,14.6
7.2400e-02,14.68
7.2420e-02,14.84
7.2440e-02,14.68
7.2460e-02,14.52
7.2480e-02,14.52
7.2500e-02,14.76
7.2520e-02,15
7.2540e-02,14.84
7.2560e-02,14.52
7.2580e-02,14.6
7.2600e-02,14.84
7.2620e-02,15
7.2640e-02,14.84
7.2660e-02,14.6
7.2680e-02,14.6
7.2700e-02,14.76
7.2720e-02,14.84
7.2740e-02,14.76
7.2760e-02,14.52
7.2780e-02,14.6
7.2800e-02,14.68
7.2820e-02,14.92
7.2840e-02,14.92
7.2860e-02,14.68
7.2880e-02,14.52
7.2900e-02,14.6
7.2920e-02,15
7.2940e-02,14.84
7.2960e-02,14.52
7.2980e-02,14.6
7.3000e-02,14.84
7.3020e-02,14.92
7.3040e-02,14.84
7.3060e-02,14.52
7.3080e-02,14.6
7.3100e-02,14.68
7.3120e-02,14.92
7.3140e-02,14.84
7.3160e-02,14.44
7.3180e-02,14.6
7.3200e-02,14.68
7.3220e-02,15.08
7.3240e-02,14.84
7.3260e-02,14.6
7.3280e-02,14.52
7.3300e-02,14.76
7.3320e-02,15
7.3340e-02,14.84
7.3360e-02,14.6
7.3380e-02,14.68
7.3400e-02,14.84
7.3420e-02,15.08
7.3440e-02,15
7.3460e-02,14.68
7.3480e-02,14.6
7.3500e-02,14.84
7.3520e-02,14.92
7.3540e-02,14.84
7.3560e-02,14.6
7.3580e-02,14.68
7.3600e-02,14.68
7.3620e-02,15
7.3640e-02,14.92
7.3660e-02,14.6
7.3680e-02,14.68
7.3700e-02,14.84
7.3720e-02,15.08
7.3740e-02,14.92
7.3760e-02,14.6
7.3780e-02,14.68
7.3800e-02,14.76
7.3820e-02,15.08
7.3840e-02,14.92
7.3860e-02,14.6
7.3880e-02,14.68
7.3900e-02,14.84
7.3920e-02,15
7.3940e-02,14.92
7.3960e-02,14.6
7.3980e-02,14.6
7.4000e-02,14.84
7.4020e-02,14.92
7.4040e-02,14.84
7.4060e-02,14.44
7.4080e-02,14.6
7.4100e-02,14.68
7.4120e-02,14.84
7.4140e-02,14.84
7.4160e-02,14.52
7.4180e-02,14.6
7.4200e-02,14.84
7.4220e-02,15
7.4240e-02,14.84
7.4260e-02,14.52
7.4280e-02,14.6
7.4300e-02,14.76
7.4320e-02,14.92
7.4340e-02,14.92
7.4360e-02,14.6
7.4380e-02,14.76
7.4400e-02,14.84
7.4420e-02,15
7.4440e-02,14.84
7.4460e-02,14.52
7.4480e-02,14.68
7.4500e-02,14.92
7.4520e-02,14.92
7.4540e-02,14.84
7.4560e-02,14.6
7.4580e-02,14.68
7.4600e-02,14.84
7.4620e-02,15
7.4640e-02,14.92
7.4660e-02,14.6
7.4680e-02,14.6
7.4700e-02,14.84
7.4720e-02,14.92
7.4740e-02,14.84
7.4760e-02,14.68
7.4780e-02,14.6
7.4800e-02,14.68
7.4820e-02,14.92
7.4840e-02,14.84
7.4860e-02,14.68
7.4880e-02,14.6
7.4900e-02,14.84
7.4920e-02,15
7.4940e-02,14.84
7.4960e-02,14.68
7.4980e-02,14.52
7.5000e-02,14.84
7.5020e-02,15
7.5040e-02,14.92
7.5060e-02,14.6
7.5080e-02,14.6
7.5100e-02,14.84
7.5120e-02,15
7.5140e-02,14.76
7.5160e-02,14.6
7.5180e-02,14.68
7.5200e-02,14.84
7.5220e-02,15
7.5240e-02,14.84
7.5260e-02,14.52
7.5280e-02,14.6
7.5300e-02,14.84
7.5320e-02,14.84
7.5340e-02,14.84
7.5360e-02,14.52
7.5380e-02,14.6
7.5400e-02,14.76
7.5420e-02,14.84
7.5440e-02,14.84
7.5460e-02,14.6
7.5480e-02,14.68
7.5500e-02,14.84
7.5520e-02,15
7.5540e-02,14.84
7.5560e-02,14.52
7.5580e-02,14.6
7.5600e-02,14.84
7.5620e-02,15
7.5640e-02,14.84
7.5660e-02,14.6
7.5680e-02,14.6
7.5700e-02,14.84
7.5720e-02,15
7.5740e-02,14.84
7.5760e-02,14.52
7.5780e-02,14.6
7.5800e-02,14.84
7.5820e-02,14.92
7.5840e-02,14.76
7.5860e-02,14.52
7.5880e-02,14.68
7.5900e-02,14.84
7.5920e-02,15
7.5940e-02,14.84
7.5960e-02,14.52
7.5980e-02,14.68
7.6000e-02,14.84
7.6020e-02,14.92
7.6040e-02,14.92
7.6060e-02,14.52
7.6080e-02,14.6
7.6100e-02,14.84
7.6120e-02,15
7.6140e-02,14.76
7.6160e-02,14.68
7.6180e-02,14.6
7.6200e-02,14.76
7.6220e-02,15
7.6240e-02,14.76
7.6260e-02,14.52
7.6280e-02,14.76
7.6300e-02,14.68
7.6320e-02,15.08
7.6340e-02,14.84
7.6360e-02,14.68
7.6380e-02,14.68
7.6400e-02,14.84
7.6420e-02,15.08
7.6440e-02,14.76
7.6460e-02,14.52
7.6480e-02,14.68
7.6500e-02,14.84
7.6520e-02,15.08
7.6540e-02,14.92
7.6560e-02,14.52
7.6580e-02,14.68
7.6600e-02,14.84
7.6620e-02,15
7.6640e-02,14.76
7.6660e-02,14.68
7.6680e-02,14.68
7.6700e-02,14.84
7.6720e-02,15
7.6740e-02,14.76
7.6760e-02,14.52
7.6780e-02,14.68
7.6800e-02,14.84
7.6820e-02,14.84
7.6840e-02,14.84
7.6860e-02,14.6
7.6880e-02,14.6
7.6900e-02,14.84
7.6920e-02,15.08
7.6940e-02,14.76
7.6960e-02,14.6
7.6980e-02,14.68
7.7000e-02,14.84
7.7020e-02,14.92
7.7040e-02,14.84
7.7060e-02,14.68
7.7080e-02,14.6
7.7100e-02,14.84
7.7120e-02,14.92
7.7140e-02,14.84
7.7160e-02,14.6
7.7180e-02,14.6
7.7200e-02,14.76
7.7220e-02,15.08
7.7240e-02,14.84
7.7260e-02,14.68
7.7280e-02,14.6
7.7300e-02,14.84
7.7320e-02,14.92
7.7340e-02,14.68
7.7360e-02,14.44
7.7380e-02,14.68
7.7400e-02,14.76
7.7420e-02,15
7.7440e-02,14.84
7.7460e-02,14.6
7.7480e-02,14.52
7.7500e-02,14.92
7.7520e-02,14.92
7.7540e-02,14.84
7.7560e-02,14.52
7.7580e-02,14.52
7.7600e-02,14.92
7.7620e-02,15
7.7640e-02,14.84
7.7660e-02,14.6
7.7680e-02,14.6
7.7700e-02,14.76
7.7720e-02,15
7.7740e-02,14.76
7.7760e-02,14.68
7.7780e-02,14.52
7.7800e-02,14.84
7.7820e-02,14.92
7.7840e-02,14.84
7.7860e-02,14.6
7.7880e-02,14.6
7.7900e-02,14.84
7.7920e-02,14.84
7.7940e-02,14.68
7.7960e-02,14.52
7.7980e-02,14.6
7.8000e-02,14.84
7.8020e-02,15
7.8040e-02,14.84
7.8060e-02,14.52
7.8080e-02,14.68
7.8100e-02,14.76
7.8120e-02,15.08
7.8140e-02,14.76
7.8160e-02,14.6
7.8180e-02,14.6
7.8200e-02,14.84
7.8220e-02,15.08
7.8240e-02,14.84
7.8260e-02,14.68
7.8280e-02,14.68
7.8300e-02,14.76
7.8320e-02,14.92
7.8340e-02,14.84
7.8360e-02,14.6
7.8380e-02,14.6
7.8400e-02,14.84
7.8420e-02,14.92
7.8440e-02,14.92
7.8460e-02,14.52
7.8480e-02,14.6
7.8500e-02,14.84
7.8520e-02,15
7.8540e-02,14.76
7.8560e-02,14.6
7.8580e-02,14.6
7.8600e-02,14.84
7.8620e-02,15
7.8640e-02,14.84
7.8660e-02,14.68
7.8680e-02,14.6
7.8700e-02,14.84
7.8720e-02,15
7.8740e-02,14.76
7.8760e-02,14.68
7.8780e-02,14.6
7.8800e-02,14.92
7.8820e-02,15
7.8840e-02,14.84
7.8860e-02,14.6
7.8880e-02,14.68
7.8900e-02,14.76
7.8920e-02,15
7.8940e-02,14.84
7.8960e-02,14.52
7.8980e-02,14.6
7.9000e-02,14.84
7.9020e-02,14.92
7.9040e-02,14.92
7.9060e-02,14.52
7.9080e-02,14.6
7.9100e-02,14.76
7.9120e-02,15
7.9140e-02,14.76
7.9160e-02,14.52
7.9180e-02,14.68
7.9200e-02,14.68
7.9220e-02,15.08
7.9240e-02,14.76
7.9260e-02,14.68
7.9280e-02,14.68
7.9300e-02,14.84
7.9320e-02,15.08
7.9340e-02,14.84
7.9360e-02,14.52
7.9380e-02,14.6
7.9400e-02,14.84
7.9420e-02,15
7.9440e-02,14.92
7.9460e-02,14.52
7.9480e-02,14.52
7.9500e-02,14.92
7.9520e-02,15
7.9540e-02,14.84
7.9560e-02,14.52
7.9580e-02,14.68
7.9600e-02,14.92
7.9620e-02,15.08
7.9640e-02,14.92
7.9660e-02,14.6
7.9680e-02,14.68
7.9700e-02,14.92
7.9720e-02,15.08
7.9740e-02,14.84
7.9760e-02,14.6
7.9780e-02,14.68
7.9800e-02,15
7.9820e-02,15
7.9840e-02,14.84
7.9860e-02,14.52
7.9880e-02,14.76
7.9900e-02,14.84
7.9920e-02,14.92
7.9940e-02,14.84
7.9960e-02,14.6
7.9980e-02,14.76
8.0000e-02,14.84
8.0020e-02,15.08
8.0040e-02,14.84
8.0060e-02,14.68
8.0080e-02,14.68
8.0100e-02,14.92
8.0120e-02,15
8.0140e-02,14.84
8.0160e-02,14.68
8.0180e-02,14.52
8.0200e-02,14.92
8.0220e-02,15
8.0240e-02,14.84
8.0260e-02,14.6
8.0280e-02,14.68
8.0300e-02,14.84
8.0320e-02,14.92
8.0340e-02,14.84
8.0360e-02,14.52
8.0380e-02,14.6
8.0400e-02,14.84
8.0420e-02,15
8.0440e-02,14.84
8.0460e-02,14.68
8.0480e-02,14.68
8.0500e-02,14.92
8.0520e-02,15.16
8.0540e-02,14.84
8.0560e-02,14.68
8.0580e-02,14.68
8.0600e-02,14.92
8.0620e-02,15.08
8.0640e-02,14.84
8.0660e-02,14.6
8.0680e-02,14.76
8.0700e-02,14.84
8.0720e-02,15
8.0740e-02,14.84
8.0760e-02,14.68
8.0780e-02,14.6
8.0800e-02,14.76
8.0820e-02,15.08
8.0840e-02,14.84
8.0860e-02,14.52
8.0880e-02,14.68
8.0900e-02,14.84
8.0920e-02,14.92
8.0940e-02,14.76
8.0960e-02,14.52
8.0980e-02,14.68
8.1000e-02,14.76
8.1020e-02,15
8.1040e-02,14.84
8.1060e-02,14.6
8.1080e-02,14.52
8.1100e-02,14.84
8.1120e-02,15
8.1140e-02,14.76
8.1160e-02,14.6
8.1180e-02,14.68
8.1200e-02,14.84
8.1220e-02,15
8.1240e-02,14.76
8.1260e-02,14.6
8.1280e-02,14.6
8.1300e-02,14.92
8.1320e-02,15
8.1340e-02,14.84
8.1360e-02,14.68
8.1380e-02,14.76
8.1400e-02,14.84
8.1420e-02,15.16
8.1440e-02,14.84
8.1460e-02,14.68
8.1480e-02,14.68
8.1500e-02,14.84
8.1520e-02,15
8.1540e-02,14.84
8.1560e-02,14.68
8.1580e-02,14.76
8.1600e-02,14.84
8.1620e-02,15.08
8.1640e-02,15
8.1660e-02,14.6
8.1680e-02,14.68
8.1700e-02,14.84
8.1720e-02,15.08
8.1740e-02,14.84
8.1760e-02,14.6
8.1780e-02,14.68
8.1800e-02,14.84
8.1820e-02,15.08
8.1840e-02,15
8.1860e-02,14.68
8.1880e-02,14.68
8.1900e-02,14.92
8.1920e-02,15.08
8.1940e-02,14.84
8.1960e-02,14.6
8.1980e-02,14.76
8.2000e-02,15
8.2020e-02,15
8.2040e-02,14.84
8.2060e-02,14.68
8.2080e-02,14.68
8.2100e-02,14.84
8.2120e-02,15
8.2140e-02,14.76
8.2160e-02,14.68
8.2180e-02,14.84
8.2200e-02,14.92
8.2220e-02,15.08
8.2240e-02,14.92
8.2260e-02,14.68
8.2280e-02,14.68
8.2300e-02,14.84
8.2320e-02,15
8.2340e-02,14.84
8.2360e-02,14.52
8.2380e-02,14.76
8.2400e-02,14.84
8.2420e-02,15
8.2440e-02,14.84
8.2460e-02,14.6
8.2480e-02,14.6
8.2500e-02,14.84
8.2520e-02,15.08
8.2540e-02,14.84
8.2560e-02,14.52
8.2580e-02,14.6
8.2600e-02,14.84
8.2620e-02,15
8.2640e-02,14.84
8.2660e-02,14.68
8.2680e-02,14.6
8.2700e-02,14.92
8.2720e-02,15.08
8.2740e-02,14.84
8.2760e-02,14.6
8.2780e-02,14.76
8.2800e-02,14.84
8.2820e-02,15
8.2840e-02,14.84
8.2860e-02,14.6
8.2880e-02,14.68
8.2900e-02,14.84
8.2920e-02,15.08
8.2940e-02,14.92
8.2960e-02,14.52
8.2980e-02,14.6
8.3000e-02,15
8.3020e-02,15
8.3040e-02,14.84
8.3060e-02,14.6
8.3080e-02,14.76
8.3100e-02,14.92
8.3120e-02,15
8.3140e-02,14.92
8.3160e-02,14.68
8.3180e-02,14.6
8.3200e-02,14.84
8.3220e-02,15
8.3240e-02,14.92
8.3260e-02,14.68
8.3280e-02,14.68
8.3300e-02,14.84
8.3320e-02,15.08
8.3340e-02,14.84
8.3360e-02,14.6
8.3380e-02,14.84
8.3400e-02,15
8.3420e-02,15
8.3440e-02,14.84
8.3460e-02,14.68
8.3480e-02,14.84
8.3500e-02,14.84
8.3520e-02,14.92
8.3540e-02,14.76
8.3560e-02,14.52
8.3580e-02,14.6
8.3600e-02,15
8.3620e-02,15.08
8.3640e-02,14.84
8.3660e-02,14.6
8.3680e-02,14.76
8.3700e-02,14.84
8.3720e-02,15.08
8.3740e-02,14.92
8.3760e-02,14.6
8.3780e-02,14.68
8.3800e-02,14.84
8.3820e-02,15
8.3840e-02,14.92
8.3860e-02,14.68
8.3880e-02,14.76
8.3900e-02,15
8.3920e-02,15.08
8.3940e-02,14.84
8.3960e-02,14.6
8.3980e-02,14.76
8.4000e-02,15
8.4020e-02,15.08
8.4040e-02,14.92
8.4060e-02,14.6
8.4080e-02,14.68
8.4100e-02,14.92
8.4120e-02,15.08
8.4140e-02,14.84
8.4160e-02,14.68
8.4180e-02,14.68
8.4200e-02,14.84
8.4220e-02,15
8.4240e-02,14.84
8.4260e-02,14.68
8.4280e-02,14.6
8.4300e-02,14.84
8.4320e-02,15
8.4340e-02,14.68
8.4360e-02,14.68
8.4380e-02,14.6
8.4400e-02,14.92
8.4420e-02,15.08
8.4440e-02,14.84
8.4460e-02,14.6
8.4480e-02,14.84
8.4500e-02,14.92
8.4520e-02,15.08
8.4540e-02,14.92
8.4560e-02,14.68
8.4580e-02,14.76
8.4600e-02,14.84
8.4620e-02,15.16
8.4640e-02,14.84
8.4660e-02,14.68
8.4680e-02,14.76
8.4700e-02,14.84
8.4720e-02,15.08
8.4740e-02,14.76
8.4760e-02,14.6
8.4780e-02,14.68
8.4800e-02,14.92
8.4820e-02,15
8.4840e-02,14.92
8.4860e-02,14.68
8.4880e-02,14.84
8.4900e-02,14.92
8.4920e-02,15.08
8.4940e-02,14.84
8.4960e-02,14.68
8.4980e-02,14.68
8.5000e-02,14.84
8.5020e-02,15.16
8.5040e-02,15
8.5060e-02,14.76
8.5080e-02,14.68
8.5100e-02,14.92
8.5120e-02,15
8.5140e-02,14.84
8.5160e-02,14.6
8.5180e-02,14.76
8.5200e-02,15
8.5220e-02,15
8.5240e-02,15
8.5260e-02,14.68
8.5280e-02,14.84
8.5300e-02,15
8.5320e-02,15.16
8.5340e-02,14.92
8.5360e-02,14.6
8.5380e-02,14.76
8.5400e-02,14.92
8.5420e-02,15
8.5440e-02,14.84
8.5460e-02,14.6
8.5480e-02,14.68
8.5500e-02,14.84
8.5520e-02,15.16
8.5540e-02,14.84
8.5560e-02,14.6
8.5580e-02,14.76
8.5600e-02,14.92
8.5620e-02,15.08
8.5640e-02,15.08
8.5660e-02,14.6
8.5680e-02,14.68
8.5700e-02,15
8.5720e-02,15
8.5740e-02,14.84
8.5760e-02,14.68
8.5780e-02,14.68
8.5800e-02,14.92
8.5820e-02,15.08
8.5840e-02,15
8.5860e-02,14.68
8.5880e-02,14.76
8.5900e-02,14.92
8.5920e-02,15.08
8.5940e-02,15
8.5960e-02,14.76
8.5980e-02,14.76
8.6000e-02,14.92
8.6020e-02,15.08
8.6040e-02,14.84
8.6060e-02,14.68
8.6080e-02,14.84
8.6100e-02,15
8.6120e-02,15.08
8.6140e-02,15
8.6160e-02,14.76
8.6180e-02,14.76
8.6200e-02,15
8.6220e-02,15.24
8.6240e-02,14.92
8.6260e-02,14.76
8.6280e-02,14.84
8.6300e-02,15.08
8.6320e-02,15.24
8.6340e-02,14.84
8.6360e-02,14.76
8.6380e-02,14.84
8.6400e-02,15.08
8.6420e-02,15.24
8.6440e-02,15
8.6460e-02,14.76
8.6480e-02,14.76
8.6500e-02,14.92
8.6520e-02,15.16
8.6540e-02,14.92
8.6560e-02,14.6
8.6580e-02,14.76
8.6600e-02,15
8.6620e-02,15.08
8.6640e-02,14.84
8.6660e-02,14.6
8.6680e-02,14.84
8.6700e-02,14.92
8.6720e-02,15.08
8.6740e-02,14.84
8.6760e-02,14.76
8.6780e-02,14.84
8.6800e-02,15
8.6820e-02,15.08
8.6840e-02,14.92
8.6860e-02,14.6
8.6880e-02,14.76
8.6900e-02,15
8.6920e-02,15.08
8.6940e-02,14.76
8.6960e-02,14.68
8.6980e-02,14.76
8.7000e-02,14.92
8.7020e-02,15.16
8.7040e-02,15
8.7060e-02,14.68
8.7080e-02,14.76
8.7100e-02,15
8.7120e-02,15.08
8.7140e-02,14.92
8.7160e-02,14.68
8.7180e-02,14.76
8.7200e-02,15.08
8.7220e-02,15.08
8.7240e-02,14.92
8.7260e-02,14.6
8.7280e-02,14.76
8.7300e-02,15
8.7320e-02,15.08
8.7340e-02,14.84
8.7360e-02,14.6
8.7380e-02,14.68
8.7400e-02,14.92
8.7420e-02,15.08
8.7440e-02,15
8.7460e-02,14.52
8.7480e-02,14.68
8.7500e-02,14.92
8.7520e-02,15
8.7540e-02,14.84
8.7560e-02,14.52
8.7580e-02,14.68
8.7600e-02,15
8.7620e-02,15.08
8.7640e-02,14.84
8.7660e-02,14.68
8.7680e-02,14.84
8.7700e-02,14.92
8.7720e-02,15.16
8.7740e-02,14.92
8.7760e-02,14.6
8.7780e-02,14.76
8.7800e-02,14.92
8.7820e-02,15
8.7840e-02,14.84
8.7860e-02,14.68
8.7880e-02,14.76
8.7900e-02,15.08
8.7920e-02,15.08
8.7940e-02,15
8.7960e-02,14.6
8.7980e-02,14.6
8.8000e-02,15
8.8020e-02,15
8.8040e-02,14.92
8.8060e-02,14.68
8.8080e-02,14.76
8.8100e-02,14.92
8.8120e-02,15.08
8.8140e-02,14.92
8.8160e-02,14.6
8.8180e-02,14.6
8.8200e-02,14.92
8.8220e-02,15
8.8240e-02,14.84
8.8260e-02,14.6
8.8280e-02,14.76
8.8300e-02,14.92
8.8320e-02,14.84
8.8340e-02,14.84
8.8360e-02,14.6
8.8380e-02,14.68
8.8400e-02,15
8.8420e-02,15
8.8440e-02,14.76
8.8460e-02,14.6
8.8480e-02,14.76
8.8500e-02,14.92
8.8520e-02,15.08
8.8540e-02,14.68
8.8560e-02,14.52
8.8580e-02,14.6
8.8600e-02,14.92
8.8620e-02,15
8.8640e-02,14.92
8.8660e-02,14.6
8.8680e-02,14.68
8.8700e-02,14.92
8.8720e-02,15.08
8.8740e-02,14.92
8.8760e-02,14.6
8.8780e-02,14.68
8.8800e-02,14.92
8.8820e-02,15.08
8.8840e-02,14.92
8.8860e-02,14.68
8.8880e-02,14.84
8.8900e-02,14.92
8.8920e-02,15
8.8940e-02,14.84
8.8960e-02,14.76
8.8980e-02,14.6
8.9000e-02,15
8.9020e-02,15.08
8.9040e-02,14.84
8.9060e-02,14.76
8.9080e-02,14.76
8.9100e-02,14.92
8.9120e-02,15.08
8.9140e-02,14.84
8.9160e-02,14.68
8.9180e-02,14.76
8.9200e-02,14.92
8.9220e-02,15.08
8.9240e-02,14.92
8.9260e-02,14.6
8.9280e-02,14.68
8.9300e-02,15
8.9320e-02,15
8.9340e-02,15
8.9360e-02,14.68
8.9380e-02,14.76
8.9400e-02,15
8.9420e-02,15.08
8.9440e-02,14.84
8.9460e-02,14.76
8.9480e-02,14.84
8.9500e-02,15
8.9520e-02,15.08
8.9540e-02,14.92
8.9560e-02,14.68
8.9580e-02,14.76
8.9600e-02,15
8.9620e-02,15.08
8.9640e-02,14.84
8.9660e-02,14.68
8.9680e-02,14.84
8.9700e-02,15
8.9720e-02,15.16
8.9740e-02,14.92
8.9760e-02,14.6
8.9780e-02,14.76
8.9800e-02,15
8.9820e-02,15.08
8.9840e-02,14.84
8.9860e-02,14.76
8.9880e-02,14.84
8.9900e-02,14.92
8.9920e-02,15.08
8.9940e-02,14.92
8.9960e-02,14.68
8.9980e-02,14.84
9.0000e-02,14.92
9.0020e-02,15.16
9.0040e-02,14.84
9.0060e-02,14.6
9.0080e-02,14.76
9.0100e-02,15
9.0120e-02,15.08
9.0140e-02,14.84
9.0160e-02,14.6
9.0180e-02,14.68
9.0200e-02,15
9.0220e-02,15.16
9.0240e-02,14.84
9.0260e-02,14.68
9.0280e-02,14.84
9.0300e-02,15
9.0320e-02,15
9.0340e-02,14.92
9.0360e-02,14.68
9.0380e-02,14.84
9.0400e-02,14.92
9.0420e-02,15.08
9.0440e-02,14.84
9.0460e-02,14.76
9.0480e-02,14.84
9.0500e-02,14.84
9.0520e-02,15.16
9.0540e-02,14.84
9.0560e-02,14.6
9.0580e-02,14.84
9.0600e-02,15
9.0620e-02,15
9.0640e-02,14.92
9.0660e-02,14.6
9.0680e-02,14.92
9.0700e-02,14.92
9.0720e-02,15.08
9.0740e-02,14.84
9.0760e-02,14.76
9.0780e-02,14.76
9.0800e-02,15
9.0820e-02,15.08
9.0840e-02,14.92
9.0860e-02,14.68
9.0880e-02,14.68
9.0900e-02,15
9.0920e-02,15.08
9.0940e-02,14.84
9.0960e-02,14.68
9.0980e-02,14.76
9.1000e-02,14.92
9.1020e-02,15.08
9.1040e-02,14.92
9.1060e-02,14.6
9.1080e-02,14.76
9.1100e-02,14.92
9.1120e-02,15
9.1140e-02,14.92
9.1160e-02,14.68
9.1180e-02,14.76
9.1200e-02,15
9.1220e-02,15.08
9.1240e-02,14.92
9.1260e-02,14.6
9.1280e-02,14.84
9.1300e-02,15
9.1320e-02,15.16
9.1340e-02,14.92
9.1360e-02,14.68
9.1380e-02,14.68
9.1400e-02,15
9.1420e-02,15.08
9.1440e-02,14.84
9.1460e-02,14.68
9.1480e-02,14.84
9.1500e-02,14.92
9.1520e-02,15.08
9.1540e-02,14.92
9.1560e-02,14.68
9.1580e-02,14.92
9.1600e-02,15.08
9.1620e-02,15.08
9.1640e-02,14.92
9.1660e-02,14.76
9.1680e-02,14.84
9.1700e-02,15.08
9.1720e-02,15.16
9.1740e-02,14.92
9.1760e-02,14.68
9.1780e-02,14.92
9.1800e-02,15
9.1820e-02,15.16
9.1840e-02,15
9.1860e-02,14.6
9.1880e-02,14.84
9.1900e-02,15
9.1920e-02,15.08
9.1940e-02,14.92
9.1960e-02,14.6
9.1980e-02,14.84
9.2000e-02,15
9.2020e-02,15.08
9.2040e-02,14.84
9.2060e-02,14.68
9.2080e-02,14.84
9.2100e-02,15
9.2120e-02,15.08
9.2140e-02,14.84
9.2160e-02,14.76
9.2180e-02,14.84
9.2200e-02,15.08
9.2220e-02,15
9.2240e-02,15
9.2260e-02,14.6
9.2280e-02,14.84
9.2300e-02,15.08
9.2320e-02,15.08
9.2340e-02,14.84
9.2360e-02,14.6
9.2380e-02,14.84
9.2400e-02,14.92
9.2420e-02,15.08
9.2440e-02,14.92
9.2460e-02,14.68
9.2480e-02,14.68
9.2500e-02,15
9.2520e-02,15.08
9.2540e-02,14.84
9.2560e-02,14.68
9.2580e-02,14.68
9.2600e-02,15
9.2620e-02,15.08
9.2640e-02,14.84
9.2660e-02,14.68
9.2680e-02,14.76
9.2700e-02,15
9.2720e-02,15.16
9.2740e-02,14.84
9.2760e-02,14.6
9.2780e-02,14.76
9.2800e-02,15.08
9.2820e-02,14.92
9.2840e-02,14.84
9.2860e-02,14.68
9.2880e-02,14.84
9.2900e-02,15.16
9.2920e-02,15.08
9.2940e-02,14.84
9.2960e-02,14.68
9.2980e-02,14.84
9.3000e-02,15
9.3020e-02,15.16
9.3040e-02,14.92
9.3060e-02,14.76
9.3080e-02,14.84
9.3100e-02,15
9.3120e-02,15.16
9.3140e-02,14.92
9.3160e-02,14.68
9.3180e-02,14.76
9.3200e-02,14.92
9.3220e-02,15.24
9.3240e-02,14.92
9.3260e-02,14.68
9.3280e-02,14.68
9.3300e-02,15.08
9.3320e-02,15.24
9.3340e-02,15
9.3360e-02,14.68
9.3380e-02,14.84
9.3400e-02,15.08
9.3420e-02,15.08
9.3440e-02,15
9.3460e-02,14.76
9.3480e-02,14.92
9.3500e-02,15.08
9.3520e-02,15.16
9.3540e-02,14.84
9.3560e-02,14.68
9.3580e-02,14.84
9.3600e-02,15.08
9.3620e-02,15.08
9.3640e-02,14.84
9.3660e-02,14.76
9.3680e-02,14.84
9.3700e-02,15
9.3720e-02,15.08
9.3740e-02,15
9.3760e-02,14.68
9.3780e-02,14.84
9.3800e-02,15.08
9.3820e-02,15.16
9.3840e-02,15.08
9.3860e-02,14.76
9.3880e-02,14.92
9.3900e-02,15.16
9.3920e-02,15.24
9.3940e-02,15
9.3960e-02,14.68
9.3980e-02,14.92
9.4000e-02,15
9.4020e-02,15.16
9.4040e-02,14.92
9.4060e-02,14.68
9.4080e-02,14.92
9.4100e-02,15.08
9.4120e-02,15.16
9.4140e-02,14.92
9.4160e-02,14.76
9.4180e-02,14.84
9.4200e-02,15
9.4220e-02,15.24
9.4240e-02,14.84
9.4260e-02,14.84
9.4280e-02,14.84
9.4300e-02,15
9.4320e-02,15.08
9.4340e-02,14.92
9.4360e-02,14.68
9.4380e-02,14.84
9.4400e-02,15.16
9.4420e-02,15.08
9.4440e-02,14.76
9.4460e-02,14.68
9.4480e-02,14.84
9.4500e-02,15
9.4520e-02,15.16
9.4540e-02,15
9.4560e-02,14.76
9.4580e-02,14.92
9.4600e-02,15.08
9.4620e-02,15.16
9.4640e-02,14.92
9.4660e-02,14.68
9.4680e-02,14.76
9.4700e-02,15.08
9.4720e-02,15.08
9.4740e-02,15
9.4760e-02,14.92
9.4780e-02,14.84
9.4800e-02,15.08
9.4820e-02,15.08
9.4840e-02,14.84
9.4860e-02,14.68
9.4880e-02,14.84
9.4900e-02,15.08
9.4920e-02,15.08
9.4940e-02,14.92
9.4960e-02,14.76
9.4980e-02,14.84
9.5000e-02,15
9.5020e-02,15.16
9.5040e-02,15
9.5060e-02,14.68
9.5080e-02,14.76
9.5100e-02,14.92
9.5120e-02,15.08
9.5140e-02,15
9.5160e-02,14.84
9.5180e-02,15
9.5200e-02,15.08
9.5220e-02,15.16
9.5240e-02,14.92
9.5260e-02,14.84
9.5280e-02,15
9.5300e-02,15.16
9.5320e-02,15.24
9.5340e-02,15.08
9.5360e-02,14.84
